country,year,gdpPercap,continent,lifeExp,pop
Botswana,1858,538,Africa,33.6,109000
Botswana,1859,540,Africa,33.6,111000
Botswana,1860,543,Africa,33.6,112000
Botswana,1861,546,Africa,33.6,113000
Botswana,1862,548,Africa,33.6,114000
Botswana,1863,551,Africa,33.6,115000
Botswana,1864,553,Africa,33.6,116000
Botswana,1865,556,Africa,33.6,117000
Botswana,1866,559,Africa,33.6,119000
Botswana,1867,561,Africa,33.6,120000
Botswana,1868,565,Africa,33.6,121000
Botswana,1869,567,Africa,33.6,122000
Botswana,1870,570,Africa,33.7,123000
Botswana,1871,572,Africa,33.7,125000
Botswana,1872,576,Africa,33.8,126000
Botswana,1873,578,Africa,33.9,127000
Botswana,1874,581,Africa,33.9,128000
Botswana,1875,584,Africa,34,130000
Botswana,1876,587,Africa,34,131000
Botswana,1877,589,Africa,34.1,132000
Botswana,1878,593,Africa,34.1,134000
Botswana,1879,595,Africa,34.2,135000
Botswana,1880,598,Africa,34.3,136000
Botswana,1881,600,Africa,34.3,138000
Botswana,1882,604,Africa,34.4,139000
Botswana,1883,607,Africa,34.5,140000
Botswana,1884,609,Africa,34.5,142000
Botswana,1885,613,Africa,34.6,143000
Botswana,1886,615,Africa,34.6,145000
Botswana,1887,618,Africa,34.7,146000
Botswana,1888,622,Africa,34.8,148000
Botswana,1889,625,Africa,34.8,149000
Botswana,1890,627,Africa,34.9,151000
Botswana,1891,631,Africa,35,152000
Botswana,1892,634,Africa,35,154000
Botswana,1893,636,Africa,35.1,155000
Botswana,1894,640,Africa,35.1,157000
Botswana,1895,643,Africa,35.2,158000
Botswana,1896,646,Africa,35.3,160000
Botswana,1897,650,Africa,35.3,162000
Botswana,1898,652,Africa,35.4,163000
Botswana,1899,655,Africa,35.4,165000
Botswana,1900,659,Africa,35.5,168000
Botswana,1901,662,Africa,35.6,170000
Botswana,1902,665,Africa,35.6,173000
Botswana,1903,669,Africa,35.7,176000
Botswana,1904,671,Africa,35.8,179000
Botswana,1905,674,Africa,35.8,182000
Botswana,1906,678,Africa,35.9,185000
Botswana,1907,681,Africa,35.9,188000
Botswana,1908,684,Africa,36,191000
Botswana,1909,688,Africa,36,194000
Botswana,1910,691,Africa,36.1,197000
Botswana,1911,694,Africa,36.2,2.00E+05
Botswana,1912,698,Africa,36.2,203000
Botswana,1913,703,Africa,36.3,206000
Botswana,1914,708,Africa,36.4,209000
Botswana,1915,713,Africa,36.4,213000
Botswana,1916,719,Africa,36.5,216000
Botswana,1917,724,Africa,11.9,219000
Botswana,1918,730,Africa,36.6,223000
Botswana,1919,736,Africa,36.7,227000
Botswana,1920,741,Africa,36.7,231000
Botswana,1921,747,Africa,36.8,236000
Botswana,1922,754,Africa,36.9,241000
Botswana,1923,759,Africa,36.9,246000
Botswana,1924,766,Africa,37,251000
Botswana,1925,771,Africa,37,256000
Botswana,1926,778,Africa,37.1,262000
Botswana,1927,784,Africa,37.2,267000
Botswana,1928,790,Africa,37.2,273000
Botswana,1929,797,Africa,37.3,278000
Botswana,1930,799,Africa,37.3,284000
Botswana,1931,800,Africa,37.4,290000
Botswana,1932,801,Africa,37.5,296000
Botswana,1933,803,Africa,37.5,302000
Botswana,1934,804,Africa,37.6,308000
Botswana,1935,806,Africa,37.6,314000
Botswana,1936,807,Africa,37.7,320000
Botswana,1937,809,Africa,37.8,327000
Botswana,1938,810,Africa,37.8,333000
Botswana,1939,811,Africa,37.9,340000
Botswana,1940,807,Africa,38,346000
Botswana,1941,803,Africa,38,353000
Botswana,1942,798,Africa,38.1,360000
Botswana,1943,793,Africa,38.1,367000
Botswana,1944,789,Africa,38.2,374000
Botswana,1945,784,Africa,41.3,381000
Botswana,1946,780,Africa,44.4,388000
Botswana,1947,774,Africa,47.5,396000
Botswana,1948,770,Africa,50.6,404000
Botswana,1949,765,Africa,53.7,413000
Botswana,1950,774,Africa,53.8,424000
Botswana,1951,778,Africa,53.8,435000
Botswana,1952,786,Africa,53.9,445000
Botswana,1953,794,Africa,53.9,455000
Botswana,1954,800,Africa,54,463000
Botswana,1955,805,Africa,54,471000
Botswana,1956,810,Africa,54.1,479000
Botswana,1957,813,Africa,54.2,486000
Botswana,1958,821,Africa,54.3,494000
Botswana,1959,822,Africa,54.4,503000
Botswana,1960,874,Africa,54.5,513000
Botswana,1961,928,Africa,54.6,524000
Botswana,1962,953,Africa,54.8,536000
Botswana,1963,993,Africa,55,548000
Botswana,1964,934,Africa,55.1,560000
Botswana,1965,989,Africa,55.3,572000
Botswana,1966,1170,Africa,55.5,584000
Botswana,1967,1320,Africa,55.8,597000
Botswana,1968,1290,Africa,56.1,611000
Botswana,1969,1430,Africa,56.5,628000
Botswana,1970,1750,Africa,57,646000
Botswana,1971,2150,Africa,57.5,667000
Botswana,1972,2520,Africa,58.1,690000
Botswana,1973,2660,Africa,58.6,715000
Botswana,1974,2780,Africa,59.1,741000
Botswana,1975,2970,Africa,59.6,770000
Botswana,1976,3170,Africa,59.9,801000
Botswana,1977,3410,Africa,60.3,832000
Botswana,1978,3760,Africa,60.6,865000
Botswana,1979,4070,Africa,61,898000
Botswana,1980,4400,Africa,61.3,930000
Botswana,1981,4620,Africa,61.6,963000
Botswana,1982,5000,Africa,62,996000
Botswana,1983,5500,Africa,62.2,1030000
Botswana,1984,5810,Africa,62.5,1070000
Botswana,1985,6010,Africa,62.6,1110000
Botswana,1986,6270,Africa,62.7,1150000
Botswana,1987,6790,Africa,62.2,1200000
Botswana,1988,8740,Africa,62.1,1240000
Botswana,1989,9070,Africa,61.3,1290000
Botswana,1990,9460,Africa,60.2,1330000
Botswana,1991,9470,Africa,58.6,1360000
Botswana,1992,9410,Africa,56.7,1400000
Botswana,1993,9510,Africa,54.6,1430000
Botswana,1994,9940,Africa,52.5,1470000
Botswana,1995,10300,Africa,50.6,1500000
Botswana,1996,10900,Africa,49,1540000
Botswana,1997,10700,Africa,47.6,1580000
Botswana,1998,11400,Africa,46.4,1610000
Botswana,1999,11400,Africa,45.5,1640000
Botswana,2000,11300,Africa,45,1670000
Botswana,2001,11700,Africa,44.9,1700000
Botswana,2002,12100,Africa,45.7,1730000
Botswana,2003,12200,Africa,47.5,1770000
Botswana,2004,12500,Africa,49.9,1800000
Botswana,2005,13300,Africa,51.4,1840000
Botswana,2006,14100,Africa,53.4,1880000
Botswana,2007,14600,Africa,54.7,1920000
Botswana,2008,13200,Africa,56.1,1950000
Botswana,2009,14100,Africa,57,1990000
Botswana,2010,14800,Africa,57.8,2020000
Botswana,2011,15200,Africa,58.6,2040000
Botswana,2012,16800,Africa,59.4,2060000
Botswana,2013,17300,Africa,60.1,2090000
Botswana,2014,16700,Africa,60.6,2120000
Botswana,2015,17100,Africa,61.2,2160000
Botswana,2016,17300,Africa,61.5,2210000
Botswana,2017,17600,Africa,61.8,2250000
Botswana,2018,17800,Africa,62.3,2300000
Botswana,2019,16000,Africa,61.6,2350000
Botswana,2020,16800,Africa,62.5,2400000
Botswana,2021,17400,Africa,62.6,2440000
Botswana,2022,17700,Africa,62.7,2480000
Central African Republic,1799,474,Africa,30,479000
Central African Republic,1800,474,Africa,30,479000
Central African Republic,1801,474,Africa,30,479000
Central African Republic,1802,474,Africa,30,479000
Central African Republic,1803,474,Africa,30,479000
Central African Republic,1804,474,Africa,30,479000
Central African Republic,1805,474,Africa,30,479000
Central African Republic,1806,475,Africa,30,479000
Central African Republic,1807,475,Africa,30,479000
Central African Republic,1808,475,Africa,30,479000
Central African Republic,1809,475,Africa,30,479000
Central African Republic,1810,475,Africa,30,479000
Central African Republic,1811,475,Africa,30,479000
Central African Republic,1812,475,Africa,30,479000
Central African Republic,1813,475,Africa,30,479000
Central African Republic,1814,475,Africa,30,479000
Central African Republic,1815,475,Africa,30,479000
Central African Republic,1816,475,Africa,30,479000
Central African Republic,1817,475,Africa,30,479000
Central African Republic,1818,475,Africa,30,482000
Central African Republic,1819,475,Africa,30,486000
Central African Republic,1820,477,Africa,30,493000
Central African Republic,1821,480,Africa,30,501000
Central African Republic,1822,483,Africa,30,513000
Central African Republic,1823,485,Africa,30,524000
Central African Republic,1824,487,Africa,30,536000
Central African Republic,1825,490,Africa,30,548000
Central African Republic,1826,492,Africa,30,560000
Central African Republic,1827,494,Africa,30,573000
Central African Republic,1828,496,Africa,30,585000
Central African Republic,1829,499,Africa,30,598000
Central African Republic,1830,502,Africa,30,612000
Central African Republic,1831,504,Africa,30,625000
Central African Republic,1832,506,Africa,30,639000
Central African Republic,1833,509,Africa,30,654000
Central African Republic,1834,511,Africa,30,668000
Central African Republic,1835,514,Africa,30,683000
Central African Republic,1836,517,Africa,30,699000
Central African Republic,1837,519,Africa,30,714000
Central African Republic,1838,521,Africa,30,730000
Central African Republic,1839,523,Africa,30,747000
Central African Republic,1840,527,Africa,30,763000
Central African Republic,1841,529,Africa,30,780000
Central African Republic,1842,531,Africa,30,798000
Central African Republic,1843,534,Africa,30,816000
Central African Republic,1844,537,Africa,30,834000
Central African Republic,1845,539,Africa,30,852000
Central African Republic,1846,542,Africa,30,872000
Central African Republic,1847,544,Africa,30,891000
Central African Republic,1848,547,Africa,30,907000
Central African Republic,1849,550,Africa,30,919000
Central African Republic,1850,552,Africa,30,928000
Central African Republic,1851,555,Africa,30,932000
Central African Republic,1852,558,Africa,30,933000
Central African Republic,1853,560,Africa,30,933000
Central African Republic,1854,563,Africa,30,934000
Central African Republic,1855,566,Africa,30,935000
Central African Republic,1856,569,Africa,30,935000
Central African Republic,1857,571,Africa,30,936000
Central African Republic,1858,574,Africa,30,937000
Central African Republic,1859,577,Africa,30,938000
Central African Republic,1860,579,Africa,30,939000
Central African Republic,1861,582,Africa,30,941000
Central African Republic,1862,585,Africa,30,943000
Central African Republic,1863,588,Africa,30,945000
Central African Republic,1864,591,Africa,30,947000
Central African Republic,1865,594,Africa,30,949000
Central African Republic,1866,597,Africa,30,951000
Central African Republic,1867,599,Africa,30,953000
Central African Republic,1868,603,Africa,30,955000
Central African Republic,1869,605,Africa,30,958000
Central African Republic,1870,608,Africa,30.1,961000
Central African Republic,1871,612,Africa,30.3,964000
Central African Republic,1872,614,Africa,30.4,967000
Central African Republic,1873,617,Africa,30.5,971000
Central African Republic,1874,621,Africa,30.6,974000
Central African Republic,1875,623,Africa,30.8,978000
Central African Republic,1876,626,Africa,30.9,981000
Central African Republic,1877,629,Africa,31,985000
Central African Republic,1878,632,Africa,31.1,988000
Central African Republic,1879,635,Africa,31.3,992000
Central African Republic,1880,638,Africa,31.4,995000
Central African Republic,1881,642,Africa,31.5,999000
Central African Republic,1882,645,Africa,31.6,1.00E+06
Central African Republic,1883,647,Africa,31.8,1010000
Central African Republic,1884,651,Africa,31.9,1010000
Central African Republic,1885,654,Africa,32,1010000
Central African Republic,1886,657,Africa,32.2,1020000
Central African Republic,1887,661,Africa,32.3,1020000
Central African Republic,1888,663,Africa,32.4,1020000
Central African Republic,1889,666,Africa,32.5,1020000
Central African Republic,1890,670,Africa,32.7,1020000
Central African Republic,1891,673,Africa,32.8,1020000
Central African Republic,1892,676,Africa,32.9,1010000
Central African Republic,1893,680,Africa,33,1010000
Central African Republic,1894,683,Africa,33.2,1010000
Central African Republic,1895,686,Africa,33.3,1.00E+06
Central African Republic,1896,690,Africa,33.4,997000
Central African Republic,1897,693,Africa,33.5,992000
Central African Republic,1898,697,Africa,33.7,988000
Central African Republic,1899,700,Africa,33.8,983000
Central African Republic,1900,703,Africa,33.9,978000
Central African Republic,1901,707,Africa,34.1,972000
Central African Republic,1902,710,Africa,34.2,967000
Central African Republic,1903,713,Africa,34.3,961000
Central African Republic,1904,717,Africa,34.4,955000
Central African Republic,1905,720,Africa,34.6,950000
Central African Republic,1906,723,Africa,34.7,944000
Central African Republic,1907,727,Africa,34.8,939000
Central African Republic,1908,731,Africa,35,933000
Central African Republic,1909,735,Africa,35.1,928000
Central African Republic,1910,738,Africa,35.2,923000
Central African Republic,1911,741,Africa,35.3,919000
Central African Republic,1912,745,Africa,35.5,914000
Central African Republic,1913,758,Africa,35.6,910000
Central African Republic,1914,771,Africa,35.7,905000
Central African Republic,1915,786,Africa,35.8,901000
Central African Republic,1916,799,Africa,36,896000
Central African Republic,1917,814,Africa,14,892000
Central African Republic,1918,828,Africa,36.2,891000
Central African Republic,1919,843,Africa,36.3,893000
Central African Republic,1920,856,Africa,36.5,898000
Central African Republic,1921,870,Africa,36.6,906000
Central African Republic,1922,884,Africa,36.7,918000
Central African Republic,1923,899,Africa,36.9,930000
Central African Republic,1924,912,Africa,37,942000
Central African Republic,1925,927,Africa,37.1,954000
Central African Republic,1926,943,Africa,37.2,967000
Central African Republic,1927,957,Africa,37.4,979000
Central African Republic,1928,973,Africa,37.5,992000
Central African Republic,1929,988,Africa,37.6,1.00E+06
Central African Republic,1930,1000,Africa,37.7,1020000
Central African Republic,1931,1020,Africa,37.9,1030000
Central African Republic,1932,1040,Africa,38,1040000
Central African Republic,1933,1050,Africa,38.1,1050000
Central African Republic,1934,1070,Africa,38.2,1070000
Central African Republic,1935,1090,Africa,38.4,1080000
Central African Republic,1936,1100,Africa,38.5,1090000
Central African Republic,1937,1120,Africa,38.6,1110000
Central African Republic,1938,1140,Africa,38.8,1120000
Central African Republic,1939,1160,Africa,38.9,1140000
Central African Republic,1940,1190,Africa,39,1150000
Central African Republic,1941,1220,Africa,39.1,1170000
Central African Republic,1942,1250,Africa,39.3,1190000
Central African Republic,1943,1290,Africa,39.4,1210000
Central African Republic,1944,1320,Africa,39.5,1230000
Central African Republic,1945,1360,Africa,39.6,1250000
Central African Republic,1946,1390,Africa,40.6,1270000
Central African Republic,1947,1430,Africa,41.6,1290000
Central African Republic,1948,1470,Africa,42.6,1310000
Central African Republic,1949,1500,Africa,43.6,1330000
Central African Republic,1950,1540,Africa,43.8,1340000
Central African Republic,1951,1580,Africa,43.9,1360000
Central African Republic,1952,1610,Africa,44,1370000
Central African Republic,1953,1650,Africa,44.1,1390000
Central African Republic,1954,1680,Africa,44.2,1400000
Central African Republic,1955,1720,Africa,44.3,1420000
Central African Republic,1956,1750,Africa,44.7,1440000
Central African Republic,1957,1790,Africa,45.1,1460000
Central African Republic,1958,1820,Africa,45.3,1480000
Central African Republic,1959,1800,Africa,45.8,1500000
Central African Republic,1960,1840,Africa,46.1,1530000
Central African Republic,1961,1760,Africa,46.5,1550000
Central African Republic,1962,1720,Africa,46.8,1580000
Central African Republic,1963,1710,Africa,47,1610000
Central African Republic,1964,1690,Africa,47.3,1640000
Central African Republic,1965,1650,Africa,47.4,1670000
Central African Republic,1966,1680,Africa,47.5,1710000
Central African Republic,1967,1660,Africa,47.8,1740000
Central African Republic,1968,1710,Africa,48,1780000
Central African Republic,1969,1750,Africa,48.1,1810000
Central African Republic,1970,1650,Africa,48.2,1840000
Central African Republic,1971,1590,Africa,48.2,1870000
Central African Republic,1972,1630,Africa,48.3,1890000
Central African Republic,1973,1550,Africa,48.4,1920000
Central African Republic,1974,1540,Africa,48.4,1960000
Central African Republic,1975,1570,Africa,48.6,2.00E+06
Central African Republic,1976,1650,Africa,48.7,2040000
Central African Republic,1977,1630,Africa,48.9,2090000
Central African Republic,1978,1550,Africa,49,2140000
Central African Republic,1979,1440,Africa,49.2,2200000
Central African Republic,1980,1420,Africa,49.3,2260000
Central African Republic,1981,1410,Africa,49.5,2340000
Central African Republic,1982,1290,Africa,49.5,2410000
Central African Republic,1983,1340,Africa,49.4,2480000
Central African Republic,1984,1340,Africa,49.5,2540000
Central African Republic,1985,1360,Africa,49.5,2600000
Central African Republic,1986,1270,Africa,49.4,2650000
Central African Republic,1987,1260,Africa,49,2690000
Central African Republic,1988,1260,Africa,48.7,2750000
Central African Republic,1989,1200,Africa,48.1,2810000
Central African Republic,1990,1170,Africa,47.5,2880000
Central African Republic,1991,1060,Africa,46.8,2960000
Central African Republic,1992,1030,Africa,46,3050000
Central African Republic,1993,1050,Africa,45.3,3140000
Central African Republic,1994,1100,Africa,44.7,3220000
Central African Republic,1995,1030,Africa,44.2,3310000
Central African Republic,1996,1060,Africa,43.8,3390000
Central African Republic,1997,1080,Africa,43.8,3480000
Central African Republic,1998,1090,Africa,43.8,3560000
Central African Republic,1999,1040,Africa,43.8,3640000
Central African Republic,2000,1060,Africa,43.9,3720000
Central African Republic,2001,1080,Africa,44.2,3800000
Central African Republic,2002,999,Africa,44.5,3880000
Central African Republic,2003,1040,Africa,44.8,3960000
Central African Republic,2004,1030,Africa,45.2,4040000
Central African Republic,2005,1060,Africa,45.6,4120000
Central African Republic,2006,1080,Africa,46.1,4200000
Central African Republic,2007,1090,Africa,46.8,4270000
Central African Republic,2008,1160,Africa,47.4,4340000
Central African Republic,2009,1200,Africa,47.8,4390000
Central African Republic,2010,1240,Africa,48.3,4420000
Central African Republic,2011,1300,Africa,48.8,4440000
Central African Republic,2012,825,Africa,47.5,4450000
Central African Republic,2013,823,Africa,47.5,4460000
Central African Republic,2014,853,Africa,49.7,4490000
Central African Republic,2015,884,Africa,50.3,4540000
Central African Republic,2016,913,Africa,50.4,4600000
Central African Republic,2017,933,Africa,51.5,4670000
Central African Republic,2018,945,Africa,52.4,4750000
Central African Republic,2019,928,Africa,52.4,4830000
Central African Republic,2020,943,Africa,53.1,4920000
Central African Republic,2021,971,Africa,53.4,5020000
Central African Republic,2022,999,Africa,53.6,5120000
Canada,1799,1470,Americas,39,5.00E+05
Canada,1800,1480,Americas,39,512000
Canada,1801,1490,Americas,39,525000
Canada,1802,1500,Americas,39,538000
Canada,1803,1510,Americas,39,551000
Canada,1804,1520,Americas,39,565000
Canada,1805,1530,Americas,39,579000
Canada,1806,1530,Americas,39,594000
Canada,1807,1540,Americas,39,608000
Canada,1808,1550,Americas,39,623000
Canada,1809,1560,Americas,39,639000
Canada,1810,1570,Americas,39,655000
Canada,1811,1580,Americas,39,671000
Canada,1812,1590,Americas,39,688000
Canada,1813,1600,Americas,39,705000
Canada,1814,1610,Americas,39,722000
Canada,1815,1620,Americas,39,740000
Canada,1816,1630,Americas,39,759000
Canada,1817,1640,Americas,39,777000
Canada,1818,1650,Americas,39,799000
Canada,1819,1660,Americas,39,822000
Canada,1820,1670,Americas,39,849000
Canada,1821,1690,Americas,39,878000
Canada,1822,1710,Americas,39,910000
Canada,1823,1730,Americas,39,943000
Canada,1824,1740,Americas,39,978000
Canada,1825,1760,Americas,39,1010000
Canada,1826,1780,Americas,39,1050000
Canada,1827,1800,Americas,39,1090000
Canada,1828,1820,Americas,39,1130000
Canada,1829,1830,Americas,39,1170000
Canada,1830,1860,Americas,39,1220000
Canada,1831,1890,Americas,39.2,1260000
Canada,1832,1920,Americas,39.3,1310000
Canada,1833,1950,Americas,39.4,1360000
Canada,1834,1980,Americas,39.5,1410000
Canada,1835,2010,Americas,39.7,1460000
Canada,1836,2040,Americas,39.8,1520000
Canada,1837,2070,Americas,39.9,1580000
Canada,1838,2100,Americas,40.1,1640000
Canada,1839,2130,Americas,40.2,1700000
Canada,1840,2160,Americas,40.3,1770000
Canada,1841,2190,Americas,40.4,1830000
Canada,1842,2220,Americas,40.5,1910000
Canada,1843,2250,Americas,40.5,1980000
Canada,1844,2280,Americas,40.6,2060000
Canada,1845,2310,Americas,40.7,2140000
Canada,1846,2340,Americas,40.8,2220000
Canada,1847,2370,Americas,40.8,2310000
Canada,1848,2410,Americas,40.9,2390000
Canada,1849,2440,Americas,41,2480000
Canada,1850,2460,Americas,41.1,2560000
Canada,1851,2480,Americas,41.1,2640000
Canada,1852,2500,Americas,41.2,2720000
Canada,1853,2530,Americas,41.2,2810000
Canada,1854,2550,Americas,41.3,2890000
Canada,1855,2570,Americas,41.3,2980000
Canada,1856,2590,Americas,41.4,3070000
Canada,1857,2610,Americas,41.4,3160000
Canada,1858,2640,Americas,41.5,3250000
Canada,1859,2660,Americas,41.5,3320000
Canada,1860,2700,Americas,41.6,3380000
Canada,1861,2740,Americas,41.7,3430000
Canada,1862,2790,Americas,41.8,3470000
Canada,1863,2830,Americas,41.9,3510000
Canada,1864,2880,Americas,42,3550000
Canada,1865,2920,Americas,42.1,3590000
Canada,1866,2970,Americas,42.2,3630000
Canada,1867,3010,Americas,42.3,3670000
Canada,1868,3060,Americas,42.4,3710000
Canada,1869,3110,Americas,42.5,3760000
Canada,1870,3220,Americas,42.6,3810000
Canada,1871,3130,Americas,42.8,3860000
Canada,1872,3380,Americas,43,3920000
Canada,1873,3400,Americas,43.2,3980000
Canada,1874,3270,Americas,43.4,4030000
Canada,1875,3010,Americas,43.6,4090000
Canada,1876,3170,Americas,43.9,4150000
Canada,1877,3000,Americas,44.1,4210000
Canada,1878,3240,Americas,44.3,4270000
Canada,1879,3330,Americas,44.5,4330000
Canada,1880,3740,Americas,44.8,4380000
Canada,1881,3870,Americas,44.8,4430000
Canada,1882,3830,Americas,44.8,4480000
Canada,1883,4090,Americas,44.9,4530000
Canada,1884,3800,Americas,44.9,4580000
Canada,1885,3810,Americas,45,4630000
Canada,1886,3890,Americas,45,4690000
Canada,1887,4120,Americas,45.1,4740000
Canada,1888,4110,Americas,45.1,4790000
Canada,1889,4360,Americas,45.2,4840000
Canada,1890,4420,Americas,45.2,4890000
Canada,1891,4350,Americas,45.6,4940000
Canada,1892,4280,Americas,45.9,4990000
Canada,1893,4440,Americas,46.3,5040000
Canada,1894,4350,Americas,46.6,5090000
Canada,1895,4200,Americas,47,5140000
Canada,1896,4610,Americas,47.3,5200000
Canada,1897,4740,Americas,47.6,5250000
Canada,1898,5130,Americas,48,5320000
Canada,1899,5340,Americas,48.4,5410000
Canada,1900,5680,Americas,48.7,5520000
Canada,1901,6110,Americas,49.1,5660000
Canada,1902,6110,Americas,49.5,5810000
Canada,1903,6010,Americas,49.9,5970000
Canada,1904,6530,Americas,50.3,6140000
Canada,1905,7050,Americas,50.6,6310000
Canada,1906,7110,Americas,51,6480000
Canada,1907,6550,Americas,51.4,6660000
Canada,1908,7060,Americas,51.8,6830000
Canada,1909,7450,Americas,52.2,7.00E+06
Canada,1910,7720,Americas,52.6,7160000
Canada,1911,8030,Americas,53,7310000
Canada,1912,8150,Americas,53.5,7460000
Canada,1913,7380,Americas,54,7610000
Canada,1914,7760,Americas,54.4,7760000
Canada,1915,8520,Americas,54.9,7920000
Canada,1916,8800,Americas,55.3,8070000
Canada,1917,8140,Americas,47.3,8240000
Canada,1918,7370,Americas,56.2,8400000
Canada,1919,7080,Americas,56.7,8570000
Canada,1920,6150,Americas,57.1,8730000
Canada,1921,6950,Americas,57.1,8890000
Canada,1922,7290,Americas,57.1,9040000
Canada,1923,7290,Americas,59,9200000
Canada,1924,7960,Americas,59.4,9370000
Canada,1925,8240,Americas,58.1,9530000
Canada,1926,8890,Americas,58.8,9700000
Canada,1927,9480,Americas,58.7,9870000
Canada,1928,9290,Americas,58.1,1.00E+07
Canada,1929,8820,Americas,59.1,10200000
Canada,1930,7340,Americas,60.5,10300000
Canada,1931,6730,Americas,61.6,10400000
Canada,1932,6180,Americas,62.5,10600000
Canada,1933,6770,Americas,62.9,10700000
Canada,1934,7240,Americas,62.7,10800000
Canada,1935,7560,Americas,62.9,10900000
Canada,1936,8200,Americas,61.5,1.10E+07
Canada,1937,8330,Americas,63.5,11100000
Canada,1938,8740,Americas,63.9,11300000
Canada,1939,9840,Americas,64.2,11400000
Canada,1940,11100,Americas,64,11600000
Canada,1941,12900,Americas,64.9,11800000
Canada,1942,13300,Americas,64.8,1.20E+07
Canada,1943,13600,Americas,65.5,12300000
Canada,1944,13100,Americas,66.5,12500000
Canada,1945,12700,Americas,66.7,12700000
Canada,1946,13000,Americas,67,12900000
Canada,1947,13000,Americas,67.5,13200000
Canada,1948,13000,Americas,67.9,13400000
Canada,1949,13400,Americas,68.5,13700000
Canada,1950,13800,Americas,68.8,14100000
Canada,1951,14400,Americas,69,14400000
Canada,1952,14600,Americas,69.5,14800000
Canada,1953,14100,Americas,70.1,15200000
Canada,1954,15000,Americas,70.3,15700000
Canada,1955,15900,Americas,70.3,16100000
Canada,1956,15800,Americas,70.4,16600000
Canada,1957,15600,Americas,70.7,1.70E+07
Canada,1958,15900,Americas,70.9,17400000
Canada,1959,16000,Americas,71.2,17800000
Canada,1960,16200,Americas,71.3,18200000
Canada,1961,17000,Americas,71.4,18600000
Canada,1962,17500,Americas,71.5,18900000
Canada,1963,18300,Americas,71.8,19300000
Canada,1964,19200,Americas,71.9,19600000
Canada,1965,20100,Americas,72,2.00E+07
Canada,1966,20300,Americas,72.2,20300000
Canada,1967,21100,Americas,72.4,20700000
Canada,1968,21800,Americas,72.6,2.10E+07
Canada,1969,22100,Americas,72.8,21400000
Canada,1970,23000,Americas,73,21700000
Canada,1971,24000,Americas,73,22100000
Canada,1972,25400,Americas,73.2,22400000
Canada,1973,26100,Americas,73.4,22700000
Canada,1974,26300,Americas,73.6,23100000
Canada,1975,27300,Americas,74,23400000
Canada,1976,27900,Americas,74.3,23600000
Canada,1977,28800,Americas,74.6,23900000
Canada,1978,29700,Americas,74.9,24200000
Canada,1979,29700,Americas,75.2,24400000
Canada,1980,30200,Americas,75.5,24700000
Canada,1981,29000,Americas,75.8,24900000
Canada,1982,29500,Americas,76.1,25200000
Canada,1983,30900,Americas,76.3,25400000
Canada,1984,32300,Americas,76.4,25700000
Canada,1985,32800,Americas,76.6,26100000
Canada,1986,33700,Americas,76.8,26400000
Canada,1987,34900,Americas,77,26800000
Canada,1988,35100,Americas,77.2,27200000
Canada,1989,34600,Americas,77.4,27500000
Canada,1990,33500,Americas,77.6,27900000
Canada,1991,33400,Americas,77.8,28200000
Canada,1992,33900,Americas,77.8,28500000
Canada,1993,35100,Americas,78,28900000
Canada,1994,35600,Americas,78.1,29200000
Canada,1995,35800,Americas,78.4,29500000
Canada,1996,34100,Americas,78.6,29700000
Canada,1997,34800,Americas,78.8,3.00E+07
Canada,1998,35900,Americas,79.1,30300000
Canada,1999,37300,Americas,79.4,30600000
Canada,2000,37400,Americas,79.6,30900000
Canada,2001,38300,Americas,79.8,31200000
Canada,2002,39400,Americas,80,31500000
Canada,2003,40500,Americas,80.2,31800000
Canada,2004,42100,Americas,80.4,32200000
Canada,2005,43500,Americas,80.7,32500000
Canada,2006,46000,Americas,80.9,32900000
Canada,2007,46000,Americas,81.1,33300000
Canada,2008,44100,Americas,81.4,33700000
Canada,2009,45000,Americas,81.6,34100000
Canada,2010,45900,Americas,81.9,34500000
Canada,2011,46200,Americas,82,34900000
Canada,2012,46800,Americas,82.1,35300000
Canada,2013,47700,Americas,82.2,35700000
Canada,2014,47600,Americas,82.3,3.60E+07
Canada,2015,47600,Americas,82.3,36400000
Canada,2016,48500,Americas,82.4,36700000
Canada,2017,48800,Americas,82.2,37100000
Canada,2018,48900,Americas,82.2,37400000
Canada,2019,45700,Americas,81.5,37700000
Canada,2020,47600,Americas,82.5,38100000
Canada,2021,49300,Americas,82.6,38400000
Canada,2022,49900,Americas,82.8,38700000
Switzerland,1799,2740,Europe,38,1750000
Switzerland,1800,2740,Europe,38,1760000
Switzerland,1801,2740,Europe,38,1770000
Switzerland,1802,2740,Europe,38,1780000
Switzerland,1803,2750,Europe,38,1790000
Switzerland,1804,2750,Europe,38,1810000
Switzerland,1805,2750,Europe,38,1820000
Switzerland,1806,2750,Europe,38,1830000
Switzerland,1807,2750,Europe,38,1840000
Switzerland,1808,2750,Europe,38,1850000
Switzerland,1809,2750,Europe,38,1860000
Switzerland,1810,2760,Europe,38,1880000
Switzerland,1811,2760,Europe,38,1890000
Switzerland,1812,2760,Europe,38,1900000
Switzerland,1813,2760,Europe,38,1910000
Switzerland,1814,2760,Europe,38,1920000
Switzerland,1815,2760,Europe,38,1940000
Switzerland,1816,2760,Europe,38,1950000
Switzerland,1817,2770,Europe,38,1960000
Switzerland,1818,2770,Europe,38,1970000
